0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
2,3,3,3,2,3,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,2,3,3,2,3,3,2,2,3,2,3,2,2,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,2,2,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,5,4,5,6,7,7,8,10,10,10,10,12,10,11,10,10,9,9,8,8,7,6,6,6,7,6,6,6,7,7,7,9,10,12,14,18,21,25,26,27,32,33,38,42,42,43,45,45,49,58,56,54,46,39,34,28,25,20,16,12,10,8,9,8,7,7,6,7,7,7,7,7,7,7,8,7,7,8,9,8,8,10,11,12,14,18,25,31,38,43,51,56,58,63,64,64,63,60,62,58,57,51,50,44,41,40,38,34,33,30,28,26,23,21,19,19,18,19,19,22,27,30,35,36,37,38,38,38,35,30,26,22,19,19
3,2,2,2,2,2,2,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,2,2,3,2,3,3,3,2,2,3,3,2,3,3,3,3,2,3,3,2,3,2,2,3,3,2,3,3,3,3,2,2,2,3,2,2,2,2,2,2,3,3,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,6,6,7,9,10,12,14,15,16,18,16,14,14,13,12,10,9,9,8,7,7,7,7,7,6,6,7,7,8,9,10,12,14,16,21,24,26,29,33,34,34,33,37,40,46,47,49,63,73,76,62,49,39,32,27,21,16,12,11,10,9,6,7,7,7,8,8,8,7,7,7,7,8,7,7,8,7,8,9,10,11,12,14,18,22,28,32,39,46,51,54,64,67,66,65,64,60,58,54,52,48,44,40,39,36,37,33,31,28,26,24,22,20,19,20,21,22,28,33,39,41,42,39,41,43,44,40,35,31,26,22,23
2,2,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,2,2,3,3,3,2,3,2,2,3,3,3,3,2,2,3,3,2,3,2,2,3,2,3,3,2,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,5,5,6,8,9,11,14,18,20,21,21,25,24,20,19,20,17,14,11,10,9,8,8,7,7,7,7,7,7,7,7,9,10,11,13,17,19,22,26,30,34,34,37,33,35,39,46,46,50,59,78,89,78,58,45,36,29,21,16,13,11,10,8,7,7,7,8,8,11,11,8,8,7,8,8,8,8,7,7,8,8,9,11,13,15,17,21,25,30,32,39,44,54,56,62,64,62,62,59,55,52,50,48,44,38,36,35,35,33,30,28,27,24,22,20,20,22,23,26,30,37,43,49,45,42,43,46,47,43,36,34,29,26,24
3,2,2,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,2,2,3,2,3,3,3,3,3,2,3,3,2,3,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,2,3,3,2,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,3,4,4,4,4,4,5,5,6,8,9,11,16,20,26,29,31,32,33,31,27,27,25,22,17,15,12,11,9,10,9,7,7,7,7,7,7,8,9,10,11,13,17,19,23,27,31,37,41,41,35,35,37,43,44,48,55,73,89,81,59,46,37,29,23,16,13,12,10,9,8,8,8,8,9,11,11,9,8,8,8,8,8,8,8,8,8,8,10,10,11,12,15,18,23,25,27,34,42,46,52,52,56,58,59,58,55,51,49,45,43,39,37,37,33,33,28,28,26,23,23,21,22,23,26,32,38,45,48,50,49,47,43,44,46,44,40,36,33,29,28
3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3,2,2,3,3,3,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,4,5,5,5,5,6,8,10,15,23,29,32,32,38,42,38,36,35,33,32,29,23,22,17,13,11,9,9,8,8,8,8,8,8,8,8,9,11,13,14,18,20,25,32,41,46,44,44,40,38,39,41,43,49,59,75,70,60,47,39,28,23,17,13,10,9,9,9,8,7,9,9,10,10,8,8,9,9,9,8,8,8,8,8,9,10,10,11,11,13,15,18,22,25,31,35,39,43,45,48,55,54,60,57,53,49,47,46,41,38,35,34,31,30,29,25,22,20,21,22,26,30,34,40,47,51,52,53,52,47,46,47,44,41,38,37,32,30
3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,2,2,2,3,3,3,3,3,2,3,3,2,2,3,3,2,2,3,3,3,3,3,2,3,2,2,2,3,3,3,3,2,3,3,2,2,3,3,3,2,3,3,3,2,2,3,3,2,3,3,2,3,2,3,3,2,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,5,6,6,7,10,13,21,29,36,41,40,41,44,43,39,37,37,36,36,32,31,22,17,13,12,9,8,8,7,7,7,8,9,8,9,10,11,13,16,21,25,32,42,46,51,49,41,37,38,39,40,44,53,61,60,54,45,34,29,23,17,13,11,10,10,8,8,9,8,8,9,10,10,10,10,10,10,9,8,9,8,8,8,9,9,10,10,12,13,18,20,22,24,28,30,35,40,45,49,52,58,54,52,52,46,46,42,38,37,33,29,29,27,24,23,21,21,23,29,34,38,44,48,51,50,53,52,47,45,47,46,43,43,38,34,34
3,3,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,2,3,3,3,2,3,2,2,2,2,2,3,2,3,3,3,2,3,2,3,2,2,3,2,2,2,2,2,3,3,3,2,2,2,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,5,5,6,7,8,11,16,25,33,42,45,45,42,44,45,42,44,44,41,41,40,38,31,23,16,12,10,9,8,8,7,7,8,8,9,8,9,11,13,15,19,23,30,38,44,48,44,36,33,36,37,38,44,50,53,49,44,37,32,26,21,17,13,12,10,9,9,9,9,9,9,9,11,11,10,11,11,11,11,10,9,8,8,8,8,9,9,10,10,12,14,18,19,21,24,25,31,36,41,48,50,54,54,53,51,49,45,42,38,37,33,29,29,26,24,22,22,23,26,35,39,40,44,45,46,49,48,51,47,48,47,46,47,43,38,35,34
3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,2,3,2,3,2,3,3,3,3,3,3,2,3,3,3,2,3,3,2,2,3,2,3,2,2,3,3,3,3,2,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,4,5,5,6,7,9,12,20,27,36,46,47,46,45,48,48,44,47,50,47,47,43,39,36,30,20,14,11,10,9,9,8,8,8,8,9,9,8,10,11,14,16,22,25,33,40,42,36,31,32,32,34,36,43,47,43,38,36,32,27,23,20,15,12,11,9,10,8,10,11,11,11,11,11,12,12,12,12,12,12,11,9,9,8,9,8,8,9,10,11,11,11,14,17,18,20,24,27,34,41,43,45,46,48,50,50,47,44,40,38,35,30,31,28,24,23,21,22,22,28,37,38,41,41,42,45,56,55,54,53,54,51,46,43,41,37,34,35
3,2,3,3,2,2,3,3,2,3,2,2,3,3,3,3,3,2,3,2,2,3,2,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,2,3,2,3,3,3,3,2,3,3,2,2,3,2,2,3,3,2,3,3,3,2,2,3,3,2,3,2,2,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,5,5,6,7,10,12,21,29,39,50,47,45,45,48,47,46,47,52,54,51,49,44,45,38,24,17,12,11,9,9,8,7,8,7,8,8,9,10,10,12,15,18,23,30,36,36,36,30,32,32,32,37,40,40,37,34,32,29,25,21,17,14,12,11,10,9,10,11,12,12,11,11,14,15,14,15,14,14,14,13,12,11,9,8,8,9,7,9,9,9,10,12,14,15,17,20,25,31,35,38,40,39,43,45,44,42,41,39,34,31,30,27,25,24,21,21,23,25,26,33,38,43,45,46,50,60,61,54,50,56,56,47,43,39,37,35,35
2,3,3,3,2,2,3,2,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,2,2,3,3,3,2,3,3,3,2,2,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,4,3,3,4,3,4,4,5,5,6,7,10,13,22,31,44,50,48,48,43,45,48,49,51,53,54,52,47,50,49,41,28,20,15,12,10,9,9,8,8,8,7,8,8,8,9,11,12,15,19,25,31,36,35,31,29,31,34,35,37,37,33,33,32,25,21,19,16,13,11,10,10,9,10,11,12,12,12,14,16,17,18,18,18,18,18,17,14,12,10,9,8,8,8,8,9,10,10,11,12,13,16,17,20,25,27,30,33,34,37,37,39,35,34,34,32,31,27,26,23,23,21,21,23,25,28,35,42,49,52,55,55,59,58,52,46,53,54,43,40,39,36,33,34
3,3,3,3,3,2,3,2,3,3,2,3,2,3,3,3,3,2,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,3,2,3,3,2,3,2,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,4,4,4,5,6,8,9,13,22,36,46,51,49,46,43,42,47,50,53,53,57,57,55,53,48,40,30,23,16,13,10,9,8,7,9,8,8,8,8,9,9,9,11,13,14,18,25,31,32,30,29,29,32,32,31,31,30,31,30,23,19,15,15,11,11,10,10,11,11,12,13,14,15,17,18,20,22,22,24,24,23,19,17,13,11,10,9,8,8,8,8,9,9,10,11,12,15,16,18,22,22,25,27,28,29,31,30,29,30,29,28,27,25,24,22,22,21,22,24,28,35,41,51,52,57,57,59,58,56,52,47,45,46,39,37,36,34,32,31
3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,3,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,4,4,4,5,5,7,10,13,23,34,44,48,45,41,40,41,46,48,53,55,59,60,54,55,47,39,31,24,19,12,10,9,8,8,8,8,8,8,7,8,9,8,9,9,11,14,18,23,24,25,26,29,30,30,29,28,29,28,25,21,18,14,13,10,10,10,9,10,11,12,14,15,17,20,23,25,29,32,33,30,26,22,17,15,12,10,9,9,8,8,8,9,9,9,10,12,13,14,15,17,19,22,22,22,23,24,24,25,24,25,25,24,21,22,21,21,20,21,26,33,43,50,58,61,61,63,64,60,55,52,46,40,37,32,28,29,32,31,29
3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,2,3,3,3,3,2,2,2,3,3,3,3,3,2,3,2,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3,2,2,3,3,3,3,3,3,4,3,4,3,3,4,4,4,5,6,5,7,9,13,22,32,42,42,38,36,36,39,46,50,52,55,55,57,57,58,53,44,34,24,19,13,11,10,9,8,8,7,7,8,8,7,8,8,9,9,9,11,14,17,20,21,22,24,29,29,27,26,23,23,20,16,16,12,11,10,10,10,11,12,12,14,17,19,22,26,33,37,41,52,51,45,33,23,20,17,14,11,10,9,8,8,8,7,8,8,9,10,11,12,13,15,16,17,18,18,20,19,21,21,21,21,19,21,20,20,20,19,20,24,28,38,47,56,63,62,59,61,69,74,59,49,44,39,33,28,25,25,27,26,27
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,2,3,3,3,3,2,2,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,6,6,8,12,20,28,36,36,37,36,36,39,46,50,50,48,51,55,56,58,55,47,38,26,20,13,11,10,10,7,8,8,8,8,8,8,8,8,8,8,8,9,11,13,16,18,19,21,22,26,24,22,19,19,17,14,13,11,11,10,9,10,10,12,13,15,21,25,34,40,42,43,49,57,64,63,46,32,24,19,15,13,11,9,8,7,8,8,8,8,9,8,10,10,11,12,14,15,16,17,18,17,17,18,17,17,17,17,17,17,17,18,21,26,34,38,50,59,64,59,56,64,79,80,62,46,39,33,28,23,22,21,21,22,25
3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,2,2,2,2,2,2,3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,6,8,11,17,25,32,38,38,37,38,42,45,51,54,50,52,57,59,56,56,52,42,30,21,13,11,9,9,8,7,7,7,8,8,8,8,7,7,7,8,9,9,11,13,15,16,17,18,19,19,17,16,14,13,12,11,10,9,10,9,10,11,13,16,18,23,34,45,53,50,51,56,60,69,65,54,40,31,22,18,14,12,10,9,8,7,7,7,7,7,7,8,10,9,10,12,13,15,16,15,15,15,15,14,14,15,15,14,16,16,16,22,30,39,46,51,63,60,56,53,59,72,77,63,47,40,32,26,22,20,18,18,18,22
3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,5,5,6,8,10,15,21,30,38,38,39,42,43,47,54,57,55,57,64,64,59,54,50,40,31,20,13,11,9,9,8,7,6,7,7,8,8,8,7,7,6,8,8,8,8,9,11,12,14,14,14,14,14,14,13,12,10,9,9,9,9,9,10,11,14,17,22,28,38,45,52,54,56,58,58,64,62,57,47,37,26,20,17,14,12,10,7,7,6,6,7,6,7,8,8,9,10,10,11,13,14,15,14,14,13,13,12,12,14,12,14,15,17,23,33,44,49,53,53,49,49,49,52,60,60,54,45,40,33,27,21,18,18,17,18,21
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,2,3,2,3,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,6,6,9,14,21,28,38,41,44,47,49,56,65,64,63,69,78,76,66,57,47,39,29,19,12,10,9,8,8,7,7,7,7,7,8,7,7,7,7,6,7,8,8,8,9,9,11,12,11,11,12,10,10,10,9,9,9,9,8,9,10,12,15,20,28,34,34,42,44,49,54,60,60,61,64,62,56,48,32,25,19,15,11,10,9,8,7,6,7,6,7,6,8,7,8,10,9,11,12,12,13,12,12,12,13,12,12,13,13,15,18,23,34,45,51,50,47,44,48,48,49,49,48,47,44,43,36,29,21,18,17,16,17,18
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,2,2,3,3,3,3,2,3,2,3,3,3,2,3,3,2,3,2,3,2,2,3,3,2,2,3,3,3,2,3,2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,4,4,4,4,4,6,6,8,14,20,27,37,45,49,53,63,80,86,79,73,79,83,81,73,60,47,35,24,16,11,9,8,8,7,7,6,6,7,7,7,6,7,7,7,7,7,6,7,8,8,8,9,9,8,9,9,9,10,9,9,9,8,9,8,9,10,12,17,27,39,38,37,39,38,41,47,51,54,59,63,64,60,53,41,31,22,16,13,11,9,8,7,7,6,6,6,6,6,7,8,8,8,9,9,10,10,11,11,11,11,12,11,12,13,14,18,23,32,42,45,42,40,39,46,47,47,50,48,48,45,43,39,30,21,17,17,16,15,16
3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,4,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,5,6,8,9,14,22,33,45,55,65,74,90,99,90,81,77,78,75,66,53,41,30,20,14,11,9,8,7,7,6,6,6,6,7,6,7,7,6,6,7,7,7,6,6,6,7,7,7,8,7,7,8,8,8,8,7,8,7,7,9,10,13,19,36,49,43,38,38,38,37,40,43,48,61,64,64,64,59,48,34,26,19,15,11,9,8,8,7,6,6,6,5,6,6,7,7,8,8,8,8,9,9,9,10,10,10,10,11,13,14,18,24,33,40,40,37,37,39,45,47,48,48,48,48,45,43,38,28,21,17,16,16,15,16
3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,2,3,3,3,2,3,2,2,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,5,5,6,7,11,15,25,41,54,65,73,84,84,78,67,61,60,60,58,42,30,21,16,11,10,8,7,7,6,7,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,6,7,7,7,7,8,7,7,8,7,8,11,14,22,40,51,41,37,35,35,34,37,41,49,58,64,63,55,52,47,38,30,21,14,12,9,8,8,7,6,5,6,6,6,6,6,7,7,8,7,9,8,9,10,10,10,9,10,11,12,14,18,25,32,38,40,37,36,39,45,47,49,47,48,47,45,41,36,29,20,17,15,14,13,14
3,3,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,2,3,2,3,3,2,3,3,3,3,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4,4,5,6,8,11,18,29,43,53,62,61,60,58,53,53,51,50,46,32,21,15,11,9,8,7,7,6,6,6,6,6,5,6,6,6,6,7,6,6,6,6,6,6,6,5,6,6,7,6,6,6,6,7,7,7,7,7,7,8,11,14,24,41,43,36,33,36,34,34,37,40,46,58,66,63,55,49,47,43,33,24,17,13,11,8,7,7,6,6,6,5,6,6,6,7,7,8,8,9,9,9,10,9,9,10,11,10,12,13,17,23,29,35,39,39,42,41,44,46,48,47,49,47,40,38,33,26,21,17,14,13,13,13
3,3,3,4,3,3,3,3,3,4,3,3,3,3,4,3,3,4,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,2,3,2,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,6,9,12,19,27,36,42,43,43,42,42,47,42,35,27,18,14,12,10,8,7,7,7,6,6,6,6,6,6,6,5,6,6,6,7,6,6,6,6,6,6,5,5,5,6,5,6,6,6,6,6,7,6,6,7,9,9,13,21,35,38,37,33,32,32,33,34,37,42,54,65,59,54,50,48,44,38,28,20,14,10,9,8,7,6,5,5,6,6,6,6,6,7,8,9,8,10,10,11,10,10,11,11,12,13,14,17,22,25,32,34,40,42,45,43,45,46,46,46,40,35,34,29,25,19,14,13,12,12,12
3,3,3,4,3,3,3,3,4,3,3,4,3,4,4,4,4,4,4,3,4,4,4,3,4,3,3,3,3,4,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,2,2,2,3,3,3,3,3,2,2,2,2,3,2,3,2,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,4,4,4,5,6,6,8,11,15,21,26,30,31,28,28,29,25,20,16,13,11,9,8,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,5,5,5,5,5,6,5,5,6,6,6,6,6,6,7,9,11,17,26,30,29,30,32,32,34,34,35,39,48,53,56,51,51,46,42,34,29,20,14,11,9,8,7,7,6,6,6,6,6,5,6,8,8,8,9,10,11,11,11,12,12,13,13,13,14,15,21,24,32,36,39,40,39,42,42,43,42,39,35,33,28,24,20,17,13,12,11,12,12
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,2,3,2,3,3,3,2,3,3,2,3,3,3,3,2,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,6,7,8,10,14,17,16,16,15,13,13,11,10,8,8,7,7,7,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,5,5,6,5,5,5,5,5,5,5,5,5,6,6,7,8,10,14,22,25,27,29,31,33,37,37,38,41,44,46,46,47,47,44,40,33,28,19,14,11,8,8,6,6,6,5,5,6,6,6,7,7,8,10,11,11,12,12,13,15,15,15,15,16,16,16,18,24,29,33,35,38,36,33,34,35,35,31,26,24,21,18,15,14,12,12,11,11,11
3,3,3,4,4,4,3,3,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,5,4,4,4,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,2,3,2,3,3,3,3,2,3,2,3,2,3,3,2,2,3,3,2,3,3,2,3,2,2,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,4,3,3,4,5,5,5,6,7,7,8,8,8,9,9,8,8,7,7,7,6,6,6,7,6,6,6,6,6,6,6,7,6,6,7,6,6,7,6,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,6,5,6,6,8,9,12,17,24,27,29,34,38,40,41,42,47,50,50,44,43,41,41,37,31,25,17,14,11,9,7,6,6,6,5,5,6,6,7,8,8,10,10,12,13,15,16,18,19,19,20,20,19,17,18,18,19,25,29,30,32,31,27,28,31,27,22,19,17,15,13,12,11,11,10,9,9,10
3,4,3,4,4,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,3,3,2,2,3,3,3,3,3,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,7,6,7,7,6,6,6,7,6,5,5,6,5,5,5,5,4,4,5,5,5,5,5,5,5,5,6,6,7,8,10,15,21,24,27,33,39,43,48,48,52,53,50,45,41,36,37,36,29,24,17,13,10,8,7,7,5,5,5,6,6,7,7,9,9,11,13,15,16,21,26,28,27,28,28,24,22,21,20,19,19,22,26,26,26,24,21,21,22,19,15,14,12,13,11,10,10,9,9,8,9,11
